ENTREPRISE,CATEGORIE,equipment_id,product_ref,model,type,timestamp,status,alarm_code,message
EDF,Energie,SE-EDF-004,SE-PRODUCT-TCSESM083F2CU0,Sepam S80,Protection Relay,2026-01-19T03:28:44Z,warning,VOLT_UNBALANCE,"Sepam S80 detected voltage unbalance 3.8% on phase B, negative sequence component exceeding threshold, monitoring required"
EDF,Energie,SE-EDF-004,SE-PRODUCT-TCSESM083F2CU0,Sepam S80,Protection Relay,2026-01-23T18:55:09Z,normal,NORMAL,"Sepam relay coordination test completed successfully, IDMT curve 51 pickup at 1.2x In, trip time 850ms verified"
EDF,Energie,SE-EDF-004,SE-PRODUCT-TCSESM083F2CU0,Sepam S80,Protection Relay,2026-01-28T11:33:51Z,normal,NORMAL,"Sepam S80 busbar protection zone 1 stable, arc flash detection sensors calibrated, Modbus communication with SCADA nominal"
EDF,Energie,SE-EDF-005,SE-PRODUCT-TCSESM083F2CU0,Premset 2500kVA,Distribution Transformer,2026-01-05T08:15:22Z,normal,NORMAL,"Premset oil temperature 58°C, winding temperature 62°C within nominal range, Buchholz relay status OK"
EDF,Energie,SE-EDF-005,SE-PRODUCT-TCSESM083F2CU0,Premset 2500kVA,Distribution Transformer,2026-01-10T14:42:18Z,normal,NORMAL,"Load factor at 68%, tap changer position +3, insulation resistance 2500 MΩ, dissolved gas analysis within limits"
EDF,Energie,SE-EDF-005,SE-PRODUCT-TCSESM083F2CU0,Premset 2500kVA,Distribution Transformer,2026-01-15T19:28:45Z,warning,TEMP_HIGH,"Premset winding temperature reached 88°C at 92% load, cooling fan stage 2 activated, oil level indicator normal"
EDF,Energie,SE-EDF-005,SE-PRODUCT-TCSESM083F2CU0,Premset 2500kVA,Distribution Transformer,2026-01-22T11:05:33Z,normal,NORMAL,"Sepam protection relay self-test completed, vector group Dyn11 verified, no-load losses 3.2kW measured"
EDF,Energie,SE-EDF-005,SE-PRODUCT-TCSESM083F2CU0,Premset 2500kVA,Distribution Transformer,2026-01-28T16:51:09Z,normal,NORMAL,"PowerLogic PM8000 monitoring: THD-V 2.1%, load balance phase deviation 3%, power factor 0.94 lagging"
EDF,Energie,SE-EDF-006,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ3 25H1,Circuit Breaker,2026-01-03T08:15:22Z,normal,NORMAL,"Masterpact MTZ3 breaker contacts healthy, contact resistance 45 microohms, trip unit self-test passed"
EDF,Energie,SE-EDF-006,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ3 25H1,Circuit Breaker,2026-01-09T14:32:18Z,normal,NORMAL,"Micrologic 7.0 trip unit operational, load current 1850A phase L1, thermal capacity at 74%, no ground fault detected"
EDF,Energie,SE-EDF-006,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ3 25H1,Circuit Breaker,2026-01-15T11:47:55Z,warning,THERMAL_HIGH,"Masterpact MTZ3 thermal memory at 88%, sustained load 2100A detected, approaching long-time pickup threshold"
EDF,Energie,SE-EDF-006,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ3 25H1,Circuit Breaker,2026-01-22T09:23:41Z,normal,NORMAL,"Motor operator mechanism test completed, spring charging time 8.2 seconds, auxiliary contacts verified, Modbus communication active"
EDF,Energie,SE-EDF-006,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ3 25H1,Circuit Breaker,2026-01-28T16:05:33Z,warning,HARMONICS_HIGH,"Micrologic trip unit detected harmonic distortion THD 6.8% on phase L2, exceeds recommended 5% threshold for MTZ3 25H1 rating"
EDF,Energie,SE-EDF-007,SE-PRODUCT-TCSESM083F2CU0,SM6-36 IM,Medium Voltage Switchgear,2026-01-05T08:15:22Z,normal,NORMAL,"SF6 gas pressure 1.45 bar at 20°C, circuit breaker operations count: 1247, all interlocks functional"
EDF,Energie,SE-EDF-007,SE-PRODUCT-TCSESM083F2CU0,SM6-36 IM,Medium Voltage Switchgear,2026-01-10T14:32:18Z,normal,NORMAL,"Load current phase A: 385A, phase B: 392A, phase C: 388A, busbar temperature 42°C, vacuum interrupter integrity confirmed"
EDF,Energie,SE-EDF-007,SE-PRODUCT-TCSESM083F2CU0,SM6-36 IM,Medium Voltage Switchgear,2026-01-17T10:48:55Z,warning,PD_DETECTED,"Partial discharge detected 180pC on phase B cable termination, recommend inspection during next maintenance window"
EDF,Energie,SE-EDF-007,SE-PRODUCT-TCSESM083F2CU0,SM6-36 IM,Medium Voltage Switchgear,2026-01-23T16:21:40Z,normal,NORMAL,"Motor mechanism spring charging time 8.2 seconds, contact wear indicator at 35%, earthing switch position verified closed"
EDF,Energie,SE-EDF-007,SE-PRODUCT-TCSESM083F2CU0,SM6-36 IM,Medium Voltage Switchgear,2026-01-28T09:05:33Z,normal,NORMAL,"Flair 21D relay self-test passed, insulation resistance >10GΩ at 24kV, auxiliary contacts continuity verified"
EDF,Energie,SE-EDF-008,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Meter,2026-01-03T08:15:22Z,normal,NORMAL,"PowerLogic ION9000 harmonic analysis complete - THD voltage 1.8%, THD current 3.2% within IEEE 519 limits"
EDF,Energie,SE-EDF-008,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Meter,2026-01-09T14:42:18Z,normal,NORMAL,"Power quality monitoring active - voltage sag detection enabled, 128 samples per cycle recording"
EDF,Energie,SE-EDF-008,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Meter,2026-01-15T19:28:45Z,warning,VOLT_UNBALANCE,ION9000 detected voltage unbalance phase A-B-C: 2.8% exceeds recommended 2.0% threshold
EDF,Energie,SE-EDF-008,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Meter,2026-01-22T11:05:33Z,normal,NORMAL,"Energy accumulation registers synchronized - active energy 45,832 kWh, reactive energy 12,441 kVArh logged"
EDF,Energie,SE-EDF-008,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Meter,2026-01-28T16:51:09Z,normal,NORMAL,"ION9000 waveform capture buffer at 45% capacity - power factor 0.94 lagging, demand interval reset successful"
EDF,Energie,SE-EDF-009,SE-PRODUCT-TCSESM083F2CU0,Sepam S82,Protection Relay,2026-01-03T08:15:22Z,normal,NORMAL,"Sepam S82 self-test completed successfully, all protection functions operational"
EDF,Energie,SE-EDF-009,SE-PRODUCT-TCSESM083F2CU0,Sepam S82,Protection Relay,2026-01-09T14:32:45Z,normal,NORMAL,"Directional earth fault protection active, residual current 0.12A within limits"
EDF,Energie,SE-EDF-009,SE-PRODUCT-TCSESM083F2CU0,Sepam S82,Protection Relay,2026-01-15T19:47:18Z,warning,THERMAL_ACCUM_HIGH,"Sepam S82 thermal overload I²t accumulation at 78%, load shedding recommended"
EDF,Energie,SE-EDF-009,SE-PRODUCT-TCSESM083F2CU0,Sepam S82,Protection Relay,2026-01-22T11:23:56Z,normal,NORMAL,"IDMTL overcurrent curve coordination verified, pickup threshold 1.2x In stable"
EDF,Energie,SE-EDF-009,SE-PRODUCT-TCSESM083F2CU0,Sepam S82,Protection Relay,2026-01-28T16:08:33Z,warning,VOLT_UNBALANCE,"Sepam S82 voltage unbalance detected on phase B, negative sequence 4.8% exceeds 4.5% threshold"
EDF,Energie,SE-EDF-010,SE-PRODUCT-TCSESM083F2CU0,Premset 1600kVA,Distribution Transformer,2026-01-03T08:15:22Z,normal,NORMAL,"Premset oil temperature 58°C, winding temperature 62°C, load factor 0.68, tap position +2"
EDF,Energie,SE-EDF-010,SE-PRODUCT-TCSESM083F2CU0,Premset 1600kVA,Distribution Transformer,2026-01-09T14:42:18Z,normal,NORMAL,"Buchholz relay status OK, silica gel breather blue, insulation resistance 5200 MΩ at 20kV"
EDF,Energie,SE-EDF-010,SE-PRODUCT-TCSESM083F2CU0,Premset 1600kVA,Distribution Transformer,2026-01-15T19:28:45Z,warning,TEMP_HIGH,"Premset winding temperature 88°C exceeds threshold, load current 1420A, ambient 24°C, cooling fans activated"
EDF,Energie,SE-EDF-010,SE-PRODUCT-TCSESM083F2CU0,Premset 1600kVA,Distribution Transformer,2026-01-22T11:05:33Z,normal,NORMAL,"Dissolved gas analysis within limits: H2 85ppm, CH4 42ppm, C2H2 <1ppm, oil dielectric strength 65kV"
EDF,Energie,SE-EDF-010,SE-PRODUCT-TCSESM083F2CU0,Premset 1600kVA,Distribution Transformer,2026-01-28T16:51:09Z,normal,NORMAL,"Premset load profile nominal, vector group Dyn11 verified, no-load losses 2.8kW, impedance voltage 6.2%"
Engie,Energie,SE-ENGIE-001,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ2 20H1,Circuit Breaker,2026-01-05T08:15:23Z,normal,NORMAL,"Micrologic 2.0 control unit operational, load current 1580A, thermal capacity at 79%"
Engie,Energie,SE-ENGIE-001,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ2 20H1,Circuit Breaker,2026-01-10T14:42:17Z,normal,NORMAL,"MTZ2 contact wear indicator at 12%, mechanical operations counter: 2847 cycles"
Engie,Energie,SE-ENGIE-001,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ2 20H1,Circuit Breaker,2026-01-16T19:28:44Z,warning,THERMAL_HIGH,"Thermal trip threshold reached 91%, load shedding recommended, ambient temperature 42°C"
Engie,Energie,SE-ENGIE-001,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ2 20H1,Circuit Breaker,2026-01-22T11:05:39Z,normal,NORMAL,"Ground fault protection active, residual current 0.08A, Micrologic self-test passed"
Engie,Energie,SE-ENGIE-001,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ2 20H1,Circuit Breaker,2026-01-28T16:53:12Z,warning,MECH_DELAY,"Motor mechanism spring charge time exceeded 18 seconds, maintenance inspection required"
Engie,Energie,SE-ENGIE-002,SE-PRODUCT-TCSESM083F2CU0,SM6-36 DM1-D,Medium Voltage Switchgear,2026-01-05T08:15:22Z,normal,NORMAL,"SF6 gas pressure 1.45 bar at 20°C, circuit breaker DM1-D operating mechanism lubrication cycle completed"
Engie,Energie,SE-ENGIE-002,SE-PRODUCT-TCSESM083F2CU0,SM6-36 DM1-D,Medium Voltage Switchgear,2026-01-10T14:42:18Z,normal,NORMAL,"Load current 285A phase balance within tolerance, vacuum interrupter contact resistance 42 microohms"
Engie,Energie,SE-ENGIE-002,SE-PRODUCT-TCSESM083F2CU0,SM6-36 DM1-D,Medium Voltage Switchgear,2026-01-17T10:28:45Z,warning,SF6_DENSITY_LOW,"SF6 gas density monitor threshold approaching, 1.38 bar at 22°C, lockout threshold 1.30 bar"
Engie,Energie,SE-ENGIE-002,SE-PRODUCT-TCSESM083F2CU0,SM6-36 DM1-D,Medium Voltage Switchgear,2026-01-23T16:55:33Z,normal,NORMAL,"DM1-D motor charging spring mechanism test successful, 8.2 seconds charge time, auxiliary contacts verified"
Engie,Energie,SE-ENGIE-002,SE-PRODUCT-TCSESM083F2CU0,SM6-36 DM1-D,Medium Voltage Switchgear,2026-01-28T09:12:07Z,normal,NORMAL,"Busbar temperature 48°C, cable compartment 42°C, cumulative breaking current 12.4 kA since commissioning"
Engie,Energie,SE-ENGIE-003,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Meter,2026-01-03T08:15:22Z,normal,NORMAL,"PowerLogic ION9000 revenue metering accuracy verified at 0.2S class, all phase measurements within tolerance"
Engie,Energie,SE-ENGIE-003,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Meter,2026-01-09T14:42:18Z,warning,THD_HIGH,PowerLogic harmonics analysis detected THD 6.8% on Phase A exceeding IEEE 519 recommended limit of 5%
Engie,Energie,SE-ENGIE-003,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Meter,2026-01-15T11:28:45Z,normal,NORMAL,"ION9000 power quality monitoring active, voltage sag/swell detection operational, power factor 0.94 lagging"
Engie,Energie,SE-ENGIE-003,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Meter,2026-01-22T19:53:31Z,normal,NORMAL,"ION9000 waveform capture completed, demand interval reset successful, energy accumulation registers synchronized"
Engie,Energie,SE-ENGIE-003,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Meter,2026-01-28T03:17:09Z,warning,VOLT_UNBALANCE,"ION9000 detected voltage unbalance 3.2% exceeding NEMA MG1 2% threshold, phase sequence verification required"
Engie,Energie,SE-ENGIE-004,SE-PRODUCT-TCSESM083F2CU0,Sepam S80,Protection Relay,2026-01-05T08:15:22Z,normal,NORMAL,"Sepam S80 directional overcurrent protection active, phase sequence ABC verified, no ground fault detected"
Engie,Energie,SE-ENGIE-004,SE-PRODUCT-TCSESM083F2CU0,Sepam S80,Protection Relay,2026-01-10T14:42:18Z,warning,THERMAL_WARN,"Sepam S80 thermal overload I²t calculation at 78%, load shedding threshold approaching on phase L2"
Engie,Energie,SE-ENGIE-004,SE-PRODUCT-TCSESM083F2CU0,Sepam S80,Protection Relay,2026-01-17T03:28:45Z,normal,NORMAL,"Sepam S80 differential protection calibration completed, restraint characteristic curve validated, CT ratio 2000/5A confirmed"
Engie,Energie,SE-ENGIE-004,SE-PRODUCT-TCSESM083F2CU0,Sepam S80,Protection Relay,2026-01-23T19:55:33Z,error,OVERCURRENT_TRIP,"Sepam S80 instantaneous overcurrent trip I>>> activated at 14.2kA, circuit breaker command issued, fault record stored in event log"
Engie,Energie,SE-ENGIE-004,SE-PRODUCT-TCSESM083F2CU0,Sepam S80,Protection Relay,2026-01-28T11:20:09Z,normal,NORMAL,"Sepam S80 voltage protection monitoring stable, U1=13.8kV U2=13.7kV U3=13.9kV, frequency 50.02Hz, power factor 0.94 leading"
Engie,Energie,SE-ENGIE-005,SE-PRODUCT-TCSESM083F2CU0,Premset MV/LV 1600kVA,Distribution Transformer,2026-01-08T09:15:22Z,normal,NORMAL,"Premset transformer operating nominal: MV side 20kV, LV side 400V, load 1248kVA (78%), oil temp 62°C, Sepam 80 protection active"
Engie,Energie,SE-ENGIE-005,SE-PRODUCT-TCSESM083F2CU0,Premset MV/LV 1600kVA,Distribution Transformer,2026-01-14T14:42:18Z,warning,TEMP_HIGH,"Premset oil temperature elevated: 88°C detected, ambient 28°C, load at 1392kVA (87%), cooling fans activated, Buchholz relay normal"
Engie,Energie,SE-ENGIE-005,SE-PRODUCT-TCSESM083F2CU0,Premset MV/LV 1600kVA,Distribution Transformer,2026-01-19T03:28:45Z,normal,NORMAL,"Premset night operation stable: load 624kVA (39%), oil temp 54°C, PowerLogic PM8000 THD-V 2.1%, MV circuit breaker SF6 pressure 6.2bar"
Engie,Energie,SE-ENGIE-005,SE-PRODUCT-TCSESM083F2CU0,Premset MV/LV 1600kVA,Distribution Transformer,2026-01-23T16:55:33Z,warning,HARMONIC_HIGH,"Premset harmonic distortion warning: PowerLogic monitoring THD-I 6.8% on LV busbar, load 1456kVA (91%), recommend harmonic filter assessment"
Engie,Energie,SE-ENGIE-005,SE-PRODUCT-TCSESM083F2CU0,Premset MV/LV 1600kVA,Distribution Transformer,2026-01-28T11:20:09Z,normal,NORMAL,"Premset routine diagnostics completed: Sepam 80 self-test passed, insulation resistance 2850MΩ, oil dielectric strength 68kV/mm, load 1104kVA (69%)"
Engie,Energie,SE-ENGIE-006,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ3 32H1,Circuit Breaker,2026-01-03T08:15:22Z,normal,NORMAL,"Masterpact MTZ3 breaker contacts healthy, contact resistance 45 microohms, trip unit self-test passed"
Engie,Energie,SE-ENGIE-006,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ3 32H1,Circuit Breaker,2026-01-09T14:32:18Z,normal,NORMAL,"Micrologic 7.3 trip unit operational, load current 2847A phase L1, thermal capacity at 68%"
Engie,Energie,SE-ENGIE-006,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ3 32H1,Circuit Breaker,2026-01-15T11:47:55Z,warning,THERMAL_HIGH,"Masterpact MTZ3 thermal memory at 87%, ambient temperature 42°C exceeds recommended threshold"
Engie,Energie,SE-ENGIE-006,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ3 32H1,Circuit Breaker,2026-01-22T09:23:41Z,normal,NORMAL,"Circuit breaker racked-in position confirmed, Micrologic ground fault protection active, no faults detected"
Engie,Energie,SE-ENGIE-006,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ3 32H1,Circuit Breaker,2026-01-28T16:08:33Z,normal,NORMAL,"Masterpact MTZ3 operating mechanism spring charged, 2847 operations logged, maintenance due in 153 operations"
Engie,Energie,SE-ENGIE-007,SE-PRODUCT-TCSESM083F2CU0,SM6-24 QM,Medium Voltage Switchgear,2026-01-05T08:15:22Z,normal,NORMAL,"QM circuit breaker operating cycle count: 1847, SF6 gas pressure 1.45 bar at 20°C, all interlocks verified"
Engie,Energie,SE-ENGIE-007,SE-PRODUCT-TCSESM083F2CU0,SM6-24 QM,Medium Voltage Switchgear,2026-01-10T14:42:18Z,normal,NORMAL,"Vacuum circuit breaker contact resistance 85 microohms, busbar temperature 42°C, partial discharge level <5pC"
Engie,Energie,SE-ENGIE-007,SE-PRODUCT-TCSESM083F2CU0,SM6-24 QM,Medium Voltage Switchgear,2026-01-16T10:28:45Z,warning,SF6_DENSITY_LOW,"SF6 gas density monitor threshold approaching: 1.38 bar at 22°C, recommended maintenance inspection within 30 days"
Engie,Energie,SE-ENGIE-007,SE-PRODUCT-TCSESM083F2CU0,SM6-24 QM,Medium Voltage Switchgear,2026-01-22T16:55:33Z,normal,NORMAL,"Load current phase balance: L1=287A L2=291A L3=285A, earthing switch position confirmed closed, auxiliary contacts functional"
Engie,Energie,SE-ENGIE-007,SE-PRODUCT-TCSESM083F2CU0,SM6-24 QM,Medium Voltage Switchgear,2026-01-28T09:12:07Z,normal,NORMAL,"Motor charging spring mechanism operational, stored energy indicator green, QM withdrawable truck in service position locked"
Engie,Energie,SE-ENGIE-008,SE-PRODUCT-TCSESM083F2CU0,Sepam S82,Protection Relay,2026-01-05T08:15:22Z,normal,NORMAL,Sepam S82 self-test completed successfully - all protection functions operational
Engie,Energie,SE-ENGIE-008,SE-PRODUCT-TCSESM083F2CU0,Sepam S82,Protection Relay,2026-01-09T14:32:18Z,normal,NORMAL,Directional earth fault protection active - residual current 0.12A within limits
Engie,Energie,SE-ENGIE-008,SE-PRODUCT-TCSESM083F2CU0,Sepam S82,Protection Relay,2026-01-15T19:47:55Z,warning,THRM_ACCUM_HIGH,Sepam S82 thermal overload I²t accumulation at 78% - load shedding recommended
Engie,Energie,SE-ENGIE-008,SE-PRODUCT-TCSESM083F2CU0,Sepam S82,Protection Relay,2026-01-22T11:23:41Z,normal,NORMAL,Phase differential protection balanced - I1:987A I2:991A I3:985A deviation <1%
Engie,Energie,SE-ENGIE-008,SE-PRODUCT-TCSESM083F2CU0,Sepam S82,Protection Relay,2026-01-28T16:08:33Z,warning,CT_SUPERVISION_FAULT,Sepam S82 CT secondary supervision alarm - potential open circuit detected on phase L2
Engie,Energie,SE-ENGIE-009,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Meter,2026-01-03T08:15:22Z,normal,NORMAL,"PowerLogic ION9000 harmonic analysis complete - THD voltage 1.8%, THD current 3.2% within IEEE 519 limits"
Engie,Energie,SE-ENGIE-009,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Meter,2026-01-09T14:42:18Z,normal,NORMAL,"Power quality monitoring active - voltage sag detection enabled, waveform capture buffer at 34%"
Engie,Energie,SE-ENGIE-009,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Meter,2026-01-15T19:28:45Z,warning,PF_LOW,"ION9000 detected power factor deviation - current PF 0.82 lagging, recommend capacitor bank adjustment"
Engie,Energie,SE-ENGIE-009,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Meter,2026-01-22T11:05:33Z,normal,NORMAL,"Energy metering accuracy verified - revenue class 0.2S certification valid, demand interval reset successful"
Engie,Energie,SE-ENGIE-009,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Meter,2026-01-28T16:51:09Z,warning,VOLT_UNBALANCE,"ION9000 voltage unbalance detected - phase A-B-C deviation 2.8%, exceeds NEMA MG1 2.5% threshold"
Engie,Energie,SE-ENGIE-010,SE-PRODUCT-TCSESM083F2CU0,Premset MV/LV 2000kVA,Distribution Transformer,2026-01-05T08:15:22Z,normal,NORMAL,"Premset transformer operating nominal: MV side 20kV, LV side 400V, load 1450kVA (72.5%), oil temp 58°C, Sepam protection relay self-test passed"
Engie,Energie,SE-ENGIE-010,SE-PRODUCT-TCSESM083F2CU0,Premset MV/LV 2000kVA,Distribution Transformer,2026-01-10T14:42:18Z,warning,TEMP_HIGH,"Premset oil temperature elevated: 82°C detected, ambient 28°C, load at 1780kVA (89%), cooling fans activated, Sepam 80 series thermal image at 91%"
Engie,Energie,SE-ENGIE-010,SE-PRODUCT-TCSESM083F2CU0,Premset MV/LV 2000kVA,Distribution Transformer,2026-01-15T19:33:45Z,normal,NORMAL,"Premset load balanced across phases: L1 612A, L2 598A, L3 605A, PowerLogic PM8000 THD monitoring 3.1%, Buchholz relay status normal, no gas accumulation"
Engie,Energie,SE-ENGIE-010,SE-PRODUCT-TCSESM083F2CU0,Premset MV/LV 2000kVA,Distribution Transformer,2026-01-22T11:28:09Z,error,SF6_PRESSURE_LOW,"Premset MV circuit breaker SF6 pressure low: 4.8 bar (threshold 5.0 bar), lockout imminent, Sepam relay issued trip warning, recommend immediate SF6 refill"
Engie,Energie,SE-ENGIE-010,SE-PRODUCT-TCSESM083F2CU0,Premset MV/LV 2000kVA,Distribution Transformer,2026-01-28T07:51:33Z,normal,NORMAL,"Premset post-maintenance verification complete: SF6 refilled to 6.2 bar, insulation resistance 5200MΩ, Sepam 80 protection settings verified, transformer efficiency 98.4% at 75% load"
RTE,Energie,SE-RTE-001,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ2 16H1,Circuit Breaker,2026-01-05T08:15:23Z,normal,NORMAL,"Masterpact MTZ2 electronic trip unit self-test completed successfully, Micrologic 7.0 firmware v2.14 operational"
RTE,Energie,SE-RTE-001,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ2 16H1,Circuit Breaker,2026-01-09T14:32:47Z,normal,NORMAL,"Circuit breaker load current 1247A phase L1, 1239A phase L2, 1251A phase L3, thermal capacity at 78% of 1600A rating"
RTE,Energie,SE-RTE-001,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ2 16H1,Circuit Breaker,2026-01-15T11:28:15Z,warning,CONTACT_WEAR_HIGH,"Masterpact MTZ2 contact wear indicator at 82%, recommend maintenance scheduling within 3 months, 14,237 operations logged"
RTE,Energie,SE-RTE-001,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ2 16H1,Circuit Breaker,2026-01-22T03:41:09Z,normal,NORMAL,"Ground fault protection active, residual current monitoring 12mA, Micrologic trip curve LSIG parameters within tolerance"
RTE,Energie,SE-RTE-001,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ2 16H1,Circuit Breaker,2026-01-28T16:55:33Z,warning,TEMP_ELEVATED,"Masterpact auxiliary contact temperature 68°C detected, ambient compensation active, thermal trip threshold at 91%"
