equipment_id,ENTREPRISE,CATEGORIE,model,type,product_ref,case_history
SE-DAN-007,Danone,Agroalimentaire,Altivar Process ATV680,Variable Speed Drive,SE-PRODUCT-BMEP584040,"[{""case_id"":""CASE-087234"",""case_status"":""Closed"",""customer_name"":""Midwest Water Treatment Facility"",""days_to_resolve"":2,""equipment_model"":""Altivar Process ATV680"",""issue_date"":""2023-09-14"",""issue_description"":""ATV680 IGBT heatsink temperature alarm TH118 triggered at 78°C, drive entered thermal protection mode with 20% capacity reduction affecting pump operation"",""parts_used"":""VW3A9201 - Cooling Fan Assembly"",""preventive_action"":""Implement quarterly cooling system inspection and cleaning schedule, consider environmental enclosure upgrade"",""resolution_date"":""2023-09-16"",""resolution_details"":""Found cooling fan assembly partially obstructed with dust buildup and one fan operating at reduced speed. Cleaned heatsink fins, replaced failed cooling fan (part# VW3A9201), verified ambient temperature within spec at 38°C. Thermal performance restored to normal operating range at 58°C under full load."",""resolution_type"":""On-site Repair"",""severity"":""High"",""technician_notes"":""Customer site has high dust environment. Recommended quarterly preventive maintenance for cooling system inspection. Heatsink fins showed significant accumulation despite monthly filter changes. Suggested upgrading to IP54 enclosure for better protection.""},{""case_id"":""CASE-104562"",""case_status"":""Closed"",""customer_name"":""Pacific Chemical Processing Inc"",""days_to_resolve"":14,""equipment_model"":""Altivar Process ATV680"",""issue_date"":""2024-01-22"",""issue_description"":""Recurring thermal warnings TH118 on ATV680 drive, heatsink temperatures reaching 75°C with thermal derating occurring during peak production hours, impacting process throughput"",""parts_used"":""None - Installation modification only"",""preventive_action"":""Conduct site survey of all VFD installations to verify proper ventilation clearances and ambient temperature conditions"",""resolution_date"":""2024-02-05"",""resolution_details"":""Investigation revealed inadequate ventilation clearance around drive enclosure (only 4 inches vs required 8 inches minimum). Ambient temperature in electrical room measured at 45°C, exceeding recommended 40°C maximum. Worked with facilities team to relocate drive to climate-controlled room with proper clearances. Installed additional ventilation fan in original location for backup drive."",""resolution_type"":""On-site Repair"",""severity"":""Medium"",""technician_notes"":""Root cause was installation not following manufacturer spacing guidelines. Drive was functioning correctly but environmental conditions exceeded design limits. After relocation, heatsink temps stabilized at 62°C under full load. Customer educated on proper installation requirements for future deployments.""},{""case_id"":""CASE-119847"",""case_status"":""Closed"",""customer_name"":""Summit Mining Operations"",""days_to_resolve"":1,""equipment_model"":""Altivar Process ATV680"",""issue_date"":""2024-03-08"",""issue_description"":""ATV680 thermal alarm TH118 with heatsink at 74°C, drive intermittently entering thermal protection mode causing conveyor system slowdowns during afternoon shifts"",""parts_used"":""VW3A9201 - Cooling Fan Assembly, Thermal Interface Compound Kit"",""preventive_action"":""Add thermal compound inspection/replacement to 5-year preventive maintenance schedule for all ATV680 drives"",""resolution_date"":""2024-03-09"",""resolution_details"":""Thermal imaging revealed uneven heat distribution across IGBT modules indicating degraded thermal interface material. Replaced thermal compound on all three IGBT modules and power components. One cooling fan showing bearing noise - replaced preventively. System tested under full load for 4 hours, maximum heatsink temperature 59°C."",""resolution_type"":""Component Replacement"",""severity"":""High"",""technician_notes"":""Drive had been in service for 6 years without thermal maintenance. Thermal compound had dried and cracked, reducing heat transfer efficiency. Customer was unaware this was a maintenance item. Provided training on 5-year thermal compound replacement recommendation for high-duty cycle applications.""}]"
SE-DAN-007,Danone,Agroalimentaire,Altivar Process ATV680,Variable Speed Drive,SE-PRODUCT-BMEP584040,"[{""case_id"":""CS-2847-VSD"",""case_status"":""Closed"",""customer_name"":""Midwest Water Treatment Facility"",""days_to_resolve"":2,""equipment_model"":""Altivar Process ATV680"",""issue_date"":""2023-09-14"",""issue_description"":""Drive reported intermittent power factor correction faults during high torque operations. PFC capacitor bank showing degraded performance with power factor dropping to 0.82 under load."",""parts_used"":""PFC Capacitor Bank Assembly (P/N: VX4A68302), DC Bus Capacitor Set"",""preventive_action"":""Implement quarterly PFC performance monitoring and thermal inspection schedule for drives operating above 80% rated torque continuously."",""resolution_date"":""2023-09-16"",""resolution_details"":""Replaced aging power factor correction capacitor bank. Capacitors showed signs of thermal stress and reduced capacitance. Recalibrated PFC control parameters and verified power factor maintained above 0.95 across full load range."",""resolution_type"":""Parts Replacement"",""severity"":""Medium"",""technician_notes"":""Customer running drive at sustained high torque (85-90%) for extended periods. Recommended quarterly thermal imaging of capacitor banks and annual preventive replacement for high-duty applications.""},{""case_id"":""CS-3192-VSD"",""case_status"":""Closed"",""customer_name"":""Pacific Coast Petrochemical"",""days_to_resolve"":1,""equipment_model"":""Altivar Process ATV680"",""issue_date"":""2024-01-22"",""issue_description"":""PID regulation instability causing motor torque oscillations between 75-95%. Process control loop showing hunting behavior affecting downstream equipment performance."",""parts_used"":""None"",""preventive_action"":""Recommend PID parameter review and sensor calibration verification whenever process setpoints are modified by more than 15%."",""resolution_date"":""2024-01-23"",""resolution_details"":""Performed comprehensive PID tuning using auto-tuning function followed by manual optimization. Identified incorrect feedback sensor scaling causing control instability. Adjusted proportional gain, integral time, and derivative time constants. Implemented anti-windup protection."",""resolution_type"":""Configuration & Tuning"",""severity"":""High"",""technician_notes"":""Process sensor calibration was off by 8%. Customer had recently changed process setpoints without retuning PID parameters. Drive firmware updated to v2.7.3 which includes improved PID algorithm. System now stable with torque variance under 2%.""}]"
SE-DAN-007,Danone,Agroalimentaire,Altivar Process ATV680,Variable Speed Drive,SE-PRODUCT-BMEP584040,"[{""case_id"":""CASE-087234"",""case_status"":""Closed"",""customer_name"":""Midwest Manufacturing Solutions"",""days_to_resolve"":1,""equipment_model"":""Altivar Process ATV680"",""issue_date"":""2024-01-15"",""issue_description"":""ATV680 reporting PHF alarm - input phase loss on L3. Drive shut down unexpectedly during production run. Motor coasted to stop."",""parts_used"":""[]"",""preventive_action"":""Implement quarterly thermographic inspection of all power connections. Check torque on input/output terminals during annual PM."",""resolution_date"":""2024-01-16"",""resolution_details"":""Inspection revealed loose connection on L3 input terminal. Incoming power quality test showed voltage imbalance of 4.2%. Tightened all input terminals to specified torque (50 in-lbs). Recommended customer inspect upstream contactor and cabling."",""resolution_type"":""On-site Repair"",""severity"":""High"",""technician_notes"":""Customer reported intermittent issues over past week before complete failure. Input terminals showed signs of heating. Advised quarterly thermal inspection of power connections. Drive parameters and internal components tested normal.""},{""case_id"":""CASE-104562"",""case_status"":""Closed"",""customer_name"":""Pacific Coast Water Treatment"",""days_to_resolve"":2,""equipment_model"":""Altivar Process ATV680"",""issue_date"":""2023-11-08"",""issue_description"":""Multiple PHF alarms over 3-day period. Drive intermittently tripping on input phase loss L1 and L2. Affecting critical pump operation."",""parts_used"":""[\""Line Reactor VW3A4552\"",\""Input Terminal Block Kit\""]"",""preventive_action"":""Customer to implement power quality monitoring on critical drive circuits. Schedule electrical infrastructure assessment for aging switchgear."",""resolution_date"":""2023-11-10"",""resolution_details"":""Traced issue to failing upstream disconnect switch causing intermittent phase dropout. Customer's electrical contractor replaced disconnect. Also found input line reactor had one phase with elevated temperature - replaced reactor as preventive measure."",""resolution_type"":""Component Replacement"",""severity"":""Critical"",""technician_notes"":""Drive internal diagnostics showed no faults. Phase loss was genuine external power issue. Input monitoring showed voltage drops to 180V on affected phases during fault events. New line reactor installed and all connections verified with torque wrench.""},{""case_id"":""CASE-119847"",""case_status"":""Closed"",""customer_name"":""Summit Industrial Chemicals"",""days_to_resolve"":2,""equipment_model"":""Altivar Process ATV680"",""issue_date"":""2023-08-22"",""issue_description"":""ATV680 PHF alarm after electrical storm. Input phase loss detected on L2. Drive will not restart, displaying phase loss fault immediately upon power-up."",""parts_used"":""[\""Control Board VX5A1104\"",\""Rectifier Module VX5A4503\""]"",""preventive_action"":""Install surge protection device (SPD) on drive input circuit. Customer to assess facility-wide lightning protection system."",""resolution_date"":""2023-08-24"",""resolution_details"":""Lightning surge damaged input rectifier section. Phase monitoring circuit detecting actual hardware fault on L2 input bridge. Replaced main control board and input rectifier module. Tested all three phases under load - operating normally."",""resolution_type"":""Component Replacement"",""severity"":""High"",""technician_notes"":""Customer site lacks adequate surge protection. Evidence of surge damage on multiple electrical systems. Strongly recommended installation of Type 2 SPD on drive input. Drive was 4 years old, otherwise in good condition.""}]"
SE-DAN-007,Danone,Agroalimentaire,Altivar Process ATV680,Variable Speed Drive,SE-PRODUCT-BMEP584040,"[{""case_id"":""CASE-087234"",""case_status"":""Closed"",""customer_name"":""Midwest Water Treatment Facility"",""days_to_resolve"":2,""equipment_model"":""Altivar Process ATV680"",""issue_date"":""2023-09-14"",""issue_description"":""Drive failed to restart after power cycle, displaying communication fault on Modbus TCP network. THD levels elevated to 12.4% causing upstream power quality issues."",""parts_used"":""VW3A3601 Modbus TCP card, Harmonic filter capacitor (450µF)"",""preventive_action"":""Implement quarterly Modbus TCP network diagnostics and annual power quality assessment"",""resolution_date"":""2023-09-16"",""resolution_details"":""Replaced faulty Modbus TCP communication card (VW3A3601). Reconfigured network parameters and verified harmonic filter capacitor bank. THD reduced to 3.2% after capacitor replacement."",""resolution_type"":""On-site Repair"",""severity"":""High"",""technician_notes"":""Customer reported intermittent communication dropouts for 2 weeks prior to failure. Recommended quarterly inspection of communication connections and annual harmonic analysis.""},{""case_id"":""CASE-091556"",""case_status"":""Closed"",""customer_name"":""Pacific Chemical Processing Inc"",""days_to_resolve"":2,""equipment_model"":""Altivar Process ATV680"",""issue_date"":""2024-01-22"",""issue_description"":""Harmonic filter THD readings climbing progressively over 3 months from 4.1% to 9.8%. Drive operating normally but power quality degradation noted."",""parts_used"":""Harmonic filter assembly (VW3A7101), DC bus capacitor set"",""preventive_action"":""Install additional cooling fans, monitor THD monthly, schedule filter inspection every 6 months"",""resolution_date"":""2024-01-24"",""resolution_details"":""Inspection revealed aging harmonic filter components with reduced capacitance. Replaced complete harmonic filter assembly. Performed thermal imaging and found elevated temperatures on DC bus capacitors - replaced as precaution."",""resolution_type"":""Preventive Maintenance"",""severity"":""Medium"",""technician_notes"":""Equipment operating in high ambient temperature environment (42°C). Recommended improved ventilation and cooling. THD now stable at 3.5%.""},{""case_id"":""CASE-093847"",""case_status"":""Closed"",""customer_name"":""Northern Mining Operations Ltd"",""days_to_resolve"":1,""equipment_model"":""Altivar Process ATV680"",""issue_date"":""2024-03-08"",""issue_description"":""Drive restart sequence failing after emergency stop activation. Modbus TCP timeout errors preventing SCADA communication. Multiple restart attempts unsuccessful."",""parts_used"":""None - firmware update only"",""preventive_action"":""Install industrial-grade surge protection on power and communication lines, implement UPS backup for control circuits"",""resolution_date"":""2024-03-09"",""resolution_details"":""Corrupted firmware detected during diagnostics. Performed complete firmware reload to v2.9.3. Reconfigured Modbus TCP timeout parameters from 1000ms to 2500ms to accommodate network latency. Verified restart sequence through 15 test cycles."",""resolution_type"":""On-site Repair"",""severity"":""Critical"",""technician_notes"":""Root cause traced to power surge during lightning storm that corrupted drive memory. Customer lacks adequate surge protection. Restart logic now functioning correctly with proper communication handshake.""}]"
SE-DAN-008,Danone,Agroalimentaire,PowerLogic ION8650,Power Meter,SE-PRODUCT-A9MEM3255,"[{""case_id"":""CASE-78234"",""case_status"":""Closed"",""customer_name"":""Metropolitan Hospital District"",""days_to_resolve"":4,""equipment_model"":""PowerLogic ION8650"",""issue_date"":""2023-09-14"",""issue_description"":""Power meter reporting accuracy drift beyond 0.5% class specification on phase A voltage measurements. Customer noticed discrepancies during monthly utility reconciliation."",""parts_used"":""[]"",""preventive_action"":""Implement quarterly accuracy verification checks and maintain electrical room temperature between 20-25°C"",""resolution_date"":""2023-09-18"",""resolution_details"":""Performed full calibration procedure on all three phases. Phase A voltage sensing circuit required adjustment. Verified accuracy returned to 0.2% class specification across all measurement ranges."",""resolution_type"":""Calibration"",""severity"":""Medium"",""technician_notes"":""Calibration drift likely due to environmental temperature variations in electrical room. Recommended quarterly verification checks instead of annual.""},{""case_id"":""CASE-81456"",""case_status"":""Closed"",""customer_name"":""Riverside Manufacturing Complex"",""days_to_resolve"":5,""equipment_model"":""PowerLogic ION8650"",""issue_date"":""2023-11-22"",""issue_description"":""Phase voltage imbalance alarm triggered showing 4.2% deviation between phases. Potential impact on sensitive manufacturing equipment downstream."",""parts_used"":""[]"",""preventive_action"":""Configure voltage imbalance alerts at 2.5% threshold for early detection of utility supply issues"",""resolution_date"":""2023-11-27"",""resolution_details"":""Meter accurately reporting actual utility supply imbalance. Coordinated with utility provider who identified transformer tap setting issue on their distribution transformer. Utility corrected tap settings, imbalance reduced to 1.1%."",""resolution_type"":""Investigation"",""severity"":""High"",""technician_notes"":""ION8650 performed correctly - detected real power quality issue. Customer initially thought meter was faulty but readings were accurate. Helped identify upstream utility problem.""}]"
SE-DAN-008,Danone,Agroalimentaire,PowerLogic ION8650,Power Meter,SE-PRODUCT-A9MEM3255,"[{""case_id"":""CASE-78432"",""case_status"":""Closed"",""customer_name"":""Metropolitan Hospital District"",""days_to_resolve"":7,""equipment_model"":""PowerLogic ION8650"",""issue_date"":""2024-01-15"",""issue_description"":""Total Harmonic Distortion exceeded IEEE 519 limits on L1 and L3 phases, measuring 7.2% and 6.9% respectively. Customer reported flickering LED lighting in surgical wing."",""parts_used"":""Harmonic Filter Bank HFB-480-300, Reactor coils"",""preventive_action"":""Quarterly harmonic analysis monitoring, load balancing assessment scheduled for Q2 2024"",""resolution_date"":""2024-01-22"",""resolution_details"":""Identified non-linear loads from new MRI equipment causing harmonic distortion. Installed passive harmonic filter bank rated at 480V, 300A. Recalibrated power meter THD alarm thresholds. Post-installation THD readings: L1 3.8%, L3 3.6%."",""resolution_type"":""On-site Repair"",""severity"":""High"",""technician_notes"":""Customer added medical imaging equipment without harmonic mitigation. Recommended load study before future equipment additions. Verified all three phases now within IEEE 519 compliance.""},{""case_id"":""CASE-81256"",""case_status"":""Closed"",""customer_name"":""Riverside Manufacturing Corp"",""days_to_resolve"":5,""equipment_model"":""PowerLogic ION8650"",""issue_date"":""2023-11-03"",""issue_description"":""THD alarm triggered at 8.1% on L2 phase. Customer experiencing nuisance tripping of main breaker and overheating of neutral conductor."",""parts_used"":""Active Harmonic Filter AHF-600, Neutral conductor 500MCM x 50ft, CT sensors"",""preventive_action"":""Monthly power quality reports enabled, annual thermal imaging of distribution equipment recommended"",""resolution_date"":""2023-11-08"",""resolution_details"":""Discovered multiple VFD-driven motors and switching power supplies contributing to harmonic content. Installed active harmonic filter system with real-time compensation. Upgraded neutral conductor from 350MCM to 500MCM due to triplen harmonics. THD reduced to 4.1% across all phases."",""resolution_type"":""On-site Repair"",""severity"":""Critical"",""technician_notes"":""Neutral was carrying 180% of phase current due to triplen harmonics. Active filter provides better performance for dynamic loads. Customer production line now stable.""},{""case_id"":""CASE-73891"",""case_status"":""Closed"",""customer_name"":""TechHub Data Center"",""days_to_resolve"":3,""equipment_model"":""PowerLogic ION8650"",""issue_date"":""2023-08-22"",""issue_description"":""Persistent THD warnings on all three phases ranging 6.2-6.8%. UPS systems and server power supplies identified as harmonic sources."",""parts_used"":""None"",""preventive_action"":""Biannual power quality assessment, maintain harmonic distortion documentation for utility compliance"",""resolution_date"":""2023-08-25"",""resolution_details"":""Performed power quality audit revealing THD within acceptable range for data center environment per IEEE 519-2014 Table 10.3 (8% limit for dedicated systems). Adjusted ION8650 alarm thresholds to 7.5% to match facility classification. Implemented K-rated transformers for future expansion."",""resolution_type"":""Configuration Update"",""severity"":""Medium"",""technician_notes"":""No hardware issue - alarm thresholds were set for general distribution system rather than dedicated IT loads. Customer educated on IEEE 519 PCC vs dedicated system limits. Meter reconfigured appropriately.""}]"
SE-DAN-008,Danone,Agroalimentaire,PowerLogic ION8650,Power Meter,SE-PRODUCT-A9MEM3255,"[{""case_id"":""CS-2847"",""case_status"":""Closed"",""customer_name"":""Riverside Manufacturing Plant"",""days_to_resolve"":4,""equipment_model"":""PowerLogic ION8650"",""issue_date"":""2023-09-14"",""issue_description"":""Power factor readings fluctuating erratically between 0.82-0.98, causing inaccurate demand calculations and billing discrepancies"",""parts_used"":""None"",""preventive_action"":""Schedule annual calibration checks and firmware updates"",""resolution_date"":""2023-09-18"",""resolution_details"":""Performed full calibration of CT inputs and voltage reference circuits. Updated firmware to version 3.2.1 to address known power factor calculation bug. Verified accuracy against portable power analyzer."",""resolution_type"":""Calibration"",""severity"":""Medium"",""technician_notes"":""Customer reported billing issues with utility. CT connections were secure but calibration had drifted. Post-calibration testing showed readings within 0.5% accuracy. Recommended annual calibration verification.""},{""case_id"":""CS-3192"",""case_status"":""Closed"",""customer_name"":""Metro Data Center"",""days_to_resolve"":1,""equipment_model"":""PowerLogic ION8650"",""issue_date"":""2023-11-22"",""issue_description"":""Communication loss with SCADA system, meter display functional but no data transmission via Modbus TCP"",""parts_used"":""Battery Module (BAT-ION-01)"",""preventive_action"":""Install UPS for critical metering equipment and enable SNMP traps for communication monitoring"",""resolution_date"":""2023-11-23"",""resolution_details"":""Ethernet module had reverted to default IP settings after power outage. Reconfigured network parameters, verified Modbus register mapping, and restored communication. Implemented battery backup for configuration memory."",""resolution_type"":""Configuration"",""severity"":""High"",""technician_notes"":""Power outage caused configuration loss. Customer's network monitoring didn't catch the IP conflict. Added to monitoring system with alerts for communication failures. Tested failover scenarios.""}]"
SE-DAN-008,Danone,Agroalimentaire,PowerLogic ION8650,Power Meter,SE-PRODUCT-A9MEM3255,"[{""case_id"":""CASE-78234"",""case_status"":""Closed"",""customer_name"":""Riverside Manufacturing Plant"",""days_to_resolve"":2,""equipment_model"":""PowerLogic ION8650"",""issue_date"":""2024-01-15"",""issue_description"":""Multiple voltage sag events detected on L1 and L2 phases. Voltage dropped to 195V and 201V respectively during production hours, causing equipment shutdowns."",""parts_used"":""[]"",""preventive_action"":""Recommended quarterly thermal imaging inspection of main power connections and annual preventive maintenance on all power distribution equipment."",""resolution_date"":""2024-01-17"",""resolution_details"":""Identified loose connections on main power feed terminals. Tightened all phase connections and verified voltage stability. Adjusted voltage sag threshold settings to 205V for better sensitivity."",""resolution_type"":""On-site Repair"",""severity"":""High"",""technician_notes"":""Customer reported intermittent production line stoppages. Found oxidation on L1 terminal causing high resistance. Cleaned and re-torqued all connections to spec. Monitored for 2 hours post-repair with no further sags detected.""},{""case_id"":""CASE-81456"",""case_status"":""Closed"",""customer_name"":""Metro Data Center West"",""days_to_resolve"":13,""equipment_model"":""PowerLogic ION8650"",""issue_date"":""2023-11-22"",""issue_description"":""ION8650 reporting persistent voltage sag alarms on L3 phase, dropping to 202V during peak load periods. Duration 0.8-1.5 seconds per event."",""parts_used"":""[]"",""preventive_action"":""Installed voltage event recorder for long-term monitoring. Recommended power quality assessment and consideration of voltage regulator if utility issues persist."",""resolution_date"":""2023-12-05"",""resolution_details"":""Investigation revealed utility-side voltage fluctuations during peak demand. Coordinated with utility company who identified transformer tap setting issue. Utility adjusted transformer tap. Recalibrated meter thresholds."",""resolution_type"":""Configuration Update"",""severity"":""Medium"",""technician_notes"":""No issues found with meter or customer-side wiring. Voltage sags correlated with regional peak demand times (4-7 PM). Utility confirmed under-voltage condition at substation level. Customer added UPS backup for critical loads as interim solution.""},{""case_id"":""CASE-85092"",""case_status"":""Closed"",""customer_name"":""Precision Machining Corp"",""days_to_resolve"":1,""equipment_model"":""PowerLogic ION8650"",""issue_date"":""2024-02-08"",""issue_description"":""Voltage sag alarm triggered on L1 phase - dropped to 196V for 2.1 seconds. Coincided with large motor startup on adjacent circuit."",""parts_used"":""[]"",""preventive_action"":""Recommended electrical system capacity assessment and installation of soft-starters on large motors. Suggested separate circuit for sensitive equipment."",""resolution_date"":""2024-02-09"",""resolution_details"":""Determined voltage sag caused by inrush current from 150HP motor on same distribution panel. Recommended load balancing and soft-starter installation for motor. Adjusted alarm threshold to 200V to reduce nuisance alarms."",""resolution_type"":""Customer Education"",""severity"":""Medium"",""technician_notes"":""Voltage sag is within normal range for motor starting conditions. Customer's electrical system undersized for current load. Meter functioning correctly. Provided power quality report showing correlation between motor starts and voltage events.""}]"
SE-DAN-008,Danone,Agroalimentaire,PowerLogic ION8650,Power Meter,SE-PRODUCT-A9MEM3255,"[{""case_id"":""CS-2847-91023"",""case_status"":""Closed"",""customer_name"":""Riverside Manufacturing Plant"",""days_to_resolve"":2,""equipment_model"":""PowerLogic ION8650"",""issue_date"":""2023-09-14"",""issue_description"":""Modbus TCP communication intermittent failures, polling timeouts occurring every 15-20 minutes causing data gaps in energy monitoring system"",""parts_used"":""[]"",""preventive_action"":""Configure network switches with fixed speed/duplex settings for industrial Modbus TCP devices. Implement SNMP monitoring for network port statistics."",""resolution_date"":""2023-09-16"",""resolution_details"":""Network diagnostics revealed switch port auto-negotiation issues. Configured meter Ethernet port to fixed 100Mbps full-duplex. Updated polling rate from 50ms to 100ms to reduce network load. Verified stable communication over 48-hour monitoring period."",""resolution_type"":""Configuration Update"",""severity"":""Medium"",""technician_notes"":""Customer had polling rate set too aggressively for their network infrastructure. Recommended maintaining 100ms minimum polling interval. No hardware issues found with ION8650 unit.""},{""case_id"":""CS-2901-44156"",""case_status"":""Closed"",""customer_name"":""Metro Data Center Facility"",""days_to_resolve"":3,""equipment_model"":""PowerLogic ION8650"",""issue_date"":""2023-11-22"",""issue_description"":""Energy accumulation registers showing unexpected reset, historical data integrity compromised for billing reconciliation"",""parts_used"":""[]"",""preventive_action"":""Implement automated firmware version checks across all PowerLogic meters. Schedule register backup procedures before time change events."",""resolution_date"":""2023-11-25"",""resolution_details"":""Identified firmware version 2.1.3 had known issue with register rollover handling. Upgraded to firmware 2.3.1. Performed register synchronization and validated against utility meter readings. Restored historical data from backup logs."",""resolution_type"":""Firmware Update & Recalibration"",""severity"":""High"",""technician_notes"":""Firmware bug caused accumulation registers to reset during daylight saving time transition. Customer using data for tenant billing - critical accuracy requirement. Verified all calculations post-update.""},{""case_id"":""CS-2956-77834"",""case_status"":""Closed"",""customer_name"":""Coastal Industrial Complex"",""days_to_resolve"":2,""equipment_model"":""PowerLogic ION8650"",""issue_date"":""2024-01-08"",""issue_description"":""Power quality measurements showing erratic values, THD readings fluctuating beyond normal parameters, suspected CT connection issue"",""parts_used"":""[\""CT Secondary Cable - 15ft\"",\""Terminal Block Connectors (6)\"",\""Dielectric Grease\""]"",""preventive_action"":""Install NEMA 4X rated enclosures for CT cabinets in coastal environments. Schedule annual inspection of all electrical connections in corrosive atmospheres."",""resolution_date"":""2024-01-10"",""resolution_details"":""On-site inspection revealed corroded CT secondary connections due to high humidity environment. Cleaned and re-terminated all CT connections. Applied dielectric grease. Replaced one damaged CT cable. Recalibrated meter and verified accuracy against portable reference meter."",""resolution_type"":""Hardware Repair"",""severity"":""Medium"",""technician_notes"":""Facility located near ocean with high salt air exposure. CT cabinet not properly sealed. Recommended environmental enclosure upgrade for long-term reliability.""}]"
SE-DAN-009,Danone,Agroalimentaire,Altivar Process ATV600,Variable Speed Drive,SE-PRODUCT-BMEP584040,"[{""case_id"":""CS-87234"",""case_status"":""Closed"",""customer_name"":""Midwest Water Treatment Facility"",""days_to_resolve"":1,""equipment_model"":""Altivar Process ATV600"",""issue_date"":""2023-09-14"",""issue_description"":""DC bus overvoltage fault triggered during deceleration, drive tripping with error code ObF. DC bus voltage spiking to 820V during pump ramp-down cycles."",""parts_used"":""[]"",""preventive_action"":""Review deceleration parameters on all ATV600 drives in pumping applications with high inertia loads"",""resolution_date"":""2023-09-15"",""resolution_details"":""Adjusted deceleration ramp time from 10s to 25s and enabled braking resistor function. DC bus overvoltage threshold was being exceeded due to regenerative energy during rapid deceleration of high-inertia pump load. Modified parameter P204 and enabled P207."",""resolution_type"":""Configuration Adjustment"",""severity"":""High"",""technician_notes"":""Customer was running aggressive deceleration profile for 150HP pump application. Regenerative energy had no path to dissipate. Recommended external braking resistor for future if frequent stops required. Monitored 3 complete cycles post-adjustment, DC bus stable at 665V max.""},{""case_id"":""CS-91456"",""case_status"":""Closed"",""customer_name"":""Pacific Coast Chemical Processing"",""days_to_resolve"":5,""equipment_model"":""Altivar Process ATV600"",""issue_date"":""2023-11-22"",""issue_description"":""Output current imbalance detected between phases, phase A showing 15% higher current than phases B and C. Motor running with increased vibration and temperature."",""parts_used"":""[\""VX5A1HD60N04\"",\""Thermal compound TC-5000\""]"",""preventive_action"":""Implement monthly cooling system inspection and filter cleaning protocol for drives in high-temperature environments"",""resolution_date"":""2023-11-27"",""resolution_details"":""Diagnosed faulty IGBT module in output stage phase A. Replaced power module assembly and performed full calibration. Current balance restored to within 2% across all three phases."",""resolution_type"":""Component Replacement"",""severity"":""Medium"",""technician_notes"":""IGBT showed signs of thermal stress, likely from ambient temperatures exceeding 45°C in enclosure. Verified cooling fan operation - found intake filter 80% blocked. Cleaned filter and recommended monthly inspection schedule. Post-repair testing showed all parameters within spec.""},{""case_id"":""CS-94782"",""case_status"":""Closed"",""customer_name"":""Northern Mining Operations Ltd"",""days_to_resolve"":2,""equipment_model"":""Altivar Process ATV600"",""issue_date"":""2024-01-08"",""issue_description"":""Intermittent communication loss on Modbus RTU network, drive showing CnF (communication fault) error randomly during operation. Process control system losing connection to drive."",""parts_used"":""[\""VW3A3316 Modbus card\"",\""Shielded communication cable 15m\""]"",""preventive_action"":""Inspect all drives in wet environments for proper sealing and communication cable routing per installation guidelines"",""resolution_date"":""2024-01-10"",""resolution_details"":""Identified corroded terminals on Modbus communication card due to moisture ingress. Replaced communication module VW3A3316 and installed protective conformal coating. Rerouted communication cable away from high-voltage conduit to reduce EMI exposure."",""resolution_type"":""Hardware Repair"",""severity"":""Medium"",""technician_notes"":""Enclosure located near conveyor wash station, moisture evident inside. Communication cable was running parallel to 480V power feed for 8 meters. Added cable separation and verified shield grounding at single point. Tested communication stability for 4 hours continuous operation with no faults.""}]"
