ENTREPRISE,CATEGORIE,equipment_id,installation_date,location,city,model,serial_number,type,voltage_rating,PRODUCT,NOTES,product_ref,image,title,description,downloadUrl,openUrl,endOfCommercializationDate,keyword,keyword_alt
OVH,Datacenter,SE-OVH-004,2023-01-19,OVH Datacenter RBX,Roubaix,InRow ACRC502,ACRC502-RBX-8834,Cooling Management,400V,InRow ACRC502,From ACRC602,SE-PRODUCT-ACRC602P,https://download.schneider-electric.com/files?p_Doc_Ref= SPD_NSCH-ADZTHQ_FS_H&p_File_Type=rendition_200_png,"InRow RC, 600mm, Chilled Water 380-415V 50/60 Hz, w/ humidifier","InRow RC, 600mm, Chilled Water 380-415V 50/60 Hz, w/ humidifier",https://download.schneider-electric.com/files?p_File_Name=ACRC602P_DATASHEET_GB_en-GB.pdf&p_Reference=ACRC602P_DATASHEET,https://www.se.com/uk/en/product/ACRC602P/,null,2,ATG_MAIN
OVH,Datacenter,SE-OVH-005,2021-09-12,OVH Datacenter LIM,Limburg,EcoStruxure Building Operation,ESBO-LIM-19273,Building Management System,230V,EcoStruxure Building Operation,Software/system,SE-PRODUCT-A9MEM1520,https://download.schneider-electric.com/files?p_Doc_Ref= A9MEM1520_Image&p_File_Type=rendition_200_png,"energy sensor, PowerTag Monoconnect 63A 1P+Wire top and bottom position","This PowerTag A9 M63 1PW for Acti 9 and Multi 9 Monoconnect offers is a Class 1 wireless-communication energy sensor. It is dedicated to Acti9 and Multi9 1P Monoconnect devices rating less than or equal 63A. The neutral blue wire is to be connected to a neutral terminal block. It has to be associated with a concentror or a gateway to provide circuit monitoring and diagnosis down to load level. It is designed specifically for Energy Management, Load Monitoring and Power Availability applications. It incorporates accurate real-time measurements of active energy, active power, current, voltage and power factor. In case of power outage, it sends a voltage loss alarm and the current-per-phase value before being de-energized. PowerTag Energy 63A complies with IEC 61557-12 standard. It is a PMD-I/DD/K55/1. The Performance category is Class 1. The Imax Maximum current is 63A. The Ib Base current is 10A. The Saturation current is 130A. The Ist Starting current is 40mA. The Un rated voltage is Phase-to-neutral 200VAC to 240VAC +/- 20%. The maximum consumption is below or equal to 1VA. The degree of protection is IP20 and IK05 The Operating temperature is between -25°C to +60°C. The Storage temperature is between 40°C to +85°C. The Performance category is Class 1. PowerTag Energy 63A complies with IEC 61557-12 standard.",https://download.schneider-electric.com/files?p_File_Name=A9MEM1520_DATASHEET_GB_en-GB.pdf&p_Reference=A9MEM1520_DATASHEET,https://www.se.com/uk/en/product/A9MEM1520/,null,Acti 9 Acti9 iKQE RCBO,Multi9 Multi9 C60
OVH,Datacenter,SE-OVH-006,2019-04-25,OVH Datacenter BHS,Beauharnois,Galaxy VX 1000kVA,GVXCA1904B2156,UPS System,480V,Galaxy VX 1000kVA,From GVXOPT002,SE-PRODUCT-GVMSB225KGS,https://download.schneider-electric.com/files?p_Doc_Ref= SPD_EWAR-98RJ88_FS_V&p_File_Type=rendition_200_png,"Galaxy VM 225 kVA UPS Single 480-480 V, Start up 5x8","Galaxy VM 225 kVA UPS Single 480-480 V, Start up 5x8",https://download.schneider-electric.com/files?p_File_Name=GVMSB225KGS_DATASHEET_GB_en-GB.pdf&p_Reference=GVMSB225KGS_DATASHEET,https://www.se.com/uk/en/product/GVMSB225KGS/,2023-01-31T00:00:00Z,225000 VA,ATG_MAIN
OVH,Datacenter,SE-OVH-007,2022-10-03,OVH Datacenter WAW,Warsaw,PowerLogic PM8000,PM8K-WAW-44782,Power Meter,400V,PowerLogic PM8000,Meter series,SE-PRODUCT-A9MEM3255,https://download.schneider-electric.com/files?p_Doc_Ref= A9MEM3255_IOP_Def&p_File_Type=rendition_200_png,iEM3255 energy meter - CT - Modbus - 1 digital I - 1 digital O - multi-tariff - MID,"The Acti9 iEM3000 series energy meters offer an attractive range of three-phase DIN rail-mounted energy meters with an LCD display. Additional local signaling includes green LED power-on indicator, flashing yellow LED for accuracy checking, an overload alarm and communication indicators. This meter can be used in sub-billing applications and supports 4 tariff schedules. The meter provides the following accuracy classes: Active Energy: class 0.5S per IEC 62053-22, Active Energy: class C per EN 50470-3 and Active Energy: class 0.5S per IEC 61557-12. The meter will measure Active and Reactive Power, Active and Reactive Energy, Voltage and Current. With four quadrant Energy measurement. Designed for 50Hz or 60Hz networks, supply voltage can range from 100 to 277VAC or 173 to 480VAC. The rated current goes through a 1A or 5A transfomer to be measured in this meter and will support Single Phase and Neutral, Three Phase and Three Phase and Neutral configurations. Communication protocol is Modbus with screw terminal support. There is one programmable digital input and one programmable digital output that can be used as a pulsed output. Certifications include EAC, CE, UL and MID. Product dimensions are as follows: width 3.54 in (90 mm), depth 2.72in (69 mm), height 3.74 in (95 mm) and product weight 9.17 oz (260 g). Compatible with power management software to take advantage of the IoT digital power installation.",https://download.schneider-electric.com/files?p_File_Name=A9MEM3255_DATASHEET_GB_en-GB.pdf&p_Reference=A9MEM3255_DATASHEET,https://www.se.com/uk/en/product/A9MEM3255/,null,energy meter,ATG_MAIN
OVH,Datacenter,SE-OVH-008,2023-05-17,OVH Datacenter SBG,Strasbourg,EcoStruxure IT Expert,ESIT-SBG-67391,DCIM Software,N/A,EcoStruxure IT Expert,Software/system,SE-PRODUCT-A9F94116,https://download.schneider-electric.com/files?p_Doc_Ref= A9F94116_IoP-Default&p_File_Type=rendition_200_png,"Miniature circuit-breaker, Acti9 iC60L, 1P, 16 A, C curve, 6000 A (IEC 60898-1), 25 kA (IEC 60947-2)","This Acti9 iC60L is a low voltage miniature circuit breaker (MCB). It has 1P with 1 protected pole, rated current 16A and C tripping curve. The rated short circuit breaking capacity goes up to 25kA at 220VAC to 240VAC conforming to EN/IEC 60947-2 standard and 15000A at 230VAC conforming to EN/IEC 60898-1 standard. It complies with both industrial standard EN/IEC 60898-1 and residential standard EN/IEC 60947-2. This miniature circuit breaker is for protection against short circuit and overload current in all applications. Its unique VisiTrip indicator reduces intervention time by showing the faulty circuit. Its VisiSafe green strip guarantees the physical opening of the contacts to allow downstream maintenance. Its fast closing mechanism independent of manual operation improves its service life. It has an electrical endurance going up to 10000 cycles and a mechanical endurance going up to 20000 cycles. The Ui rated insulation voltage is 500VAC. Its limitation class 3 (according to EN/IEC60898-1) improves downstream circuit protection cost. It is DIN rail mountable. Its width is 2 pitches of 9mm. Pollution degree is 3. Overvoltage category is IV. The product colour is white (RAL9003). The dimensions are (W) 18mm x (H) 85mm x (D) 78.5mm. The weight is 0.215kg. According to IEC 60529 standard, the degree of protection is IP20 and IP40 in enclosure. The operating temperature is -35°C to 70°C. The storage temperature is -40°C to 85°C.",https://download.schneider-electric.com/files?p_File_Name=A9F94116_DATASHEET_GB_en-GB.pdf&p_Reference=A9F94116_DATASHEET,https://www.se.com/uk/en/product/A9F94116/,null,16 A,ATG_MAIN
OVH,Datacenter,SE-OVH-009,2020-07-30,OVH Datacenter GRA,Gravelines,InRow ACRC301,ACRC301-GRA-5529,Cooling Management,400V,InRow ACRC301,From ACRC301S,SE-PRODUCT-ACRC602P,https://download.schneider-electric.com/files?p_Doc_Ref= SPD_NSCH-ADZTHQ_FS_H&p_File_Type=rendition_200_png,"InRow RC, 600mm, Chilled Water 380-415V 50/60 Hz, w/ humidifier","InRow RC, 600mm, Chilled Water 380-415V 50/60 Hz, w/ humidifier",https://download.schneider-electric.com/files?p_File_Name=ACRC602P_DATASHEET_GB_en-GB.pdf&p_Reference=ACRC602P_DATASHEET,https://www.se.com/uk/en/product/ACRC602P/,null,2,ATG_MAIN
OVH,Datacenter,SE-OVH-010,2024-02-14,OVH Datacenter RBX,Roubaix,Modicon M580,M580-RBX-71048,PLC Controller,24V,Modicon M580,PLC series,SE-PRODUCT-BMEP584040,https://download.schneider-electric.com/files?p_Doc_Ref= BMEP584040_main_image&p_File_Type=rendition_200_png,processor module M580 - Level 4 - Remote,"This product is part of the Modicon M580 range, an offer of Programmable Automation Controllers (PAC) and safety Programmable Logic Controllers (PLC) with built-in Ethernet. This processor module offers a maximum of 8 rack configuration and 144 application specific channels. It is a processor module with a current consumption of 295mA at 24V DC. It supports 4096 discrete, 1024 analogue local I/O channels and 64 distributed equipment. It is integrated with Ethernet TCP/IP for service port, 2 Ethernet TCP/IP for device network, Ethernet for HSBY port and USB type mini B for connections. It offers 600000 hours of MTBF. It has 16 - 2 racks per remote drop for I/O station. It has an integrated RAM of 16MB for program, 2048kb for data, 10kb for system memory and expandable flash of 4GB for data storage. It is an IP20 rated product. It weighs 0.849kg. It is suitable for medium to large process applications. This product is certified by CE, Merchant Navy, UL, RCM, CSA, EAC. It meets EN 61131-2, EN 61000-6-4, EN 61000-6-2 and EN 61010-2-201 standards. The benefits of Modicon M580 are reduce time to market, improve reliability and sustainability, improve productivity with high performance and increase operating profitability due to improved access to data.",https://download.schneider-electric.com/files?p_File_Name=BMEP584040_DATASHEET_GB_en-GB.pdf&p_Reference=BMEP584040_DATASHEET,https://www.se.com/uk/en/product/BMEP584040/,null,Modicon M580,ATG_MAIN
Orange,Telecom,SE-ORA-001,2022-03-15,Orange Data Center Paris Nord,Saint-Denis,Modicon M580,M580-2024-FR-0891,PLC Controller,24V,Modicon M580,PLC series,SE-PRODUCT-BMEP584040,https://download.schneider-electric.com/files?p_Doc_Ref= BMEP584040_main_image&p_File_Type=rendition_200_png,processor module M580 - Level 4 - Remote,"This product is part of the Modicon M580 range, an offer of Programmable Automation Controllers (PAC) and safety Programmable Logic Controllers (PLC) with built-in Ethernet. This processor module offers a maximum of 8 rack configuration and 144 application specific channels. It is a processor module with a current consumption of 295mA at 24V DC. It supports 4096 discrete, 1024 analogue local I/O channels and 64 distributed equipment. It is integrated with Ethernet TCP/IP for service port, 2 Ethernet TCP/IP for device network, Ethernet for HSBY port and USB type mini B for connections. It offers 600000 hours of MTBF. It has 16 - 2 racks per remote drop for I/O station. It has an integrated RAM of 16MB for program, 2048kb for data, 10kb for system memory and expandable flash of 4GB for data storage. It is an IP20 rated product. It weighs 0.849kg. It is suitable for medium to large process applications. This product is certified by CE, Merchant Navy, UL, RCM, CSA, EAC. It meets EN 61131-2, EN 61000-6-4, EN 61000-6-2 and EN 61010-2-201 standards. The benefits of Modicon M580 are reduce time to market, improve reliability and sustainability, improve productivity with high performance and increase operating profitability due to improved access to data.",https://download.schneider-electric.com/files?p_File_Name=BMEP584040_DATASHEET_GB_en-GB.pdf&p_Reference=BMEP584040_DATASHEET,https://www.se.com/uk/en/product/BMEP584040/,null,Modicon M580,ATG_MAIN
Orange,Telecom,SE-ORA-002,2021-09-22,Orange Telecom Hub Lyon,Lyon,Galaxy VX 500kVA,GVXFR500-2021-3456,UPS System,400V,Galaxy VX 500kVA,Galaxy VX series,SE-PRODUCT-GVMSB225KGS,https://download.schneider-electric.com/files?p_Doc_Ref= SPD_EWAR-98RJ88_FS_V&p_File_Type=rendition_200_png,"Galaxy VM 225 kVA UPS Single 480-480 V, Start up 5x8","Galaxy VM 225 kVA UPS Single 480-480 V, Start up 5x8",https://download.schneider-electric.com/files?p_File_Name=GVMSB225KGS_DATASHEET_GB_en-GB.pdf&p_Reference=GVMSB225KGS_DATASHEET,https://www.se.com/uk/en/product/GVMSB225KGS/,2023-01-31T00:00:00Z,225000 VA,ATG_MAIN
Orange,Telecom,SE-ORA-003,2023-01-10,Orange Regional Center Marseille,Marseille,PowerLogic PM8000,PM8-FR-2023-7821,Power Meter,400V,PowerLogic PM8000,Meter series,SE-PRODUCT-A9MEM3255,https://download.schneider-electric.com/files?p_Doc_Ref= A9MEM3255_IOP_Def&p_File_Type=rendition_200_png,iEM3255 energy meter - CT - Modbus - 1 digital I - 1 digital O - multi-tariff - MID,"The Acti9 iEM3000 series energy meters offer an attractive range of three-phase DIN rail-mounted energy meters with an LCD display. Additional local signaling includes green LED power-on indicator, flashing yellow LED for accuracy checking, an overload alarm and communication indicators. This meter can be used in sub-billing applications and supports 4 tariff schedules. The meter provides the following accuracy classes: Active Energy: class 0.5S per IEC 62053-22, Active Energy: class C per EN 50470-3 and Active Energy: class 0.5S per IEC 61557-12. The meter will measure Active and Reactive Power, Active and Reactive Energy, Voltage and Current. With four quadrant Energy measurement. Designed for 50Hz or 60Hz networks, supply voltage can range from 100 to 277VAC or 173 to 480VAC. The rated current goes through a 1A or 5A transfomer to be measured in this meter and will support Single Phase and Neutral, Three Phase and Three Phase and Neutral configurations. Communication protocol is Modbus with screw terminal support. There is one programmable digital input and one programmable digital output that can be used as a pulsed output. Certifications include EAC, CE, UL and MID. Product dimensions are as follows: width 3.54 in (90 mm), depth 2.72in (69 mm), height 3.74 in (95 mm) and product weight 9.17 oz (260 g). Compatible with power management software to take advantage of the IoT digital power installation.",https://download.schneider-electric.com/files?p_File_Name=A9MEM3255_DATASHEET_GB_en-GB.pdf&p_Reference=A9MEM3255_DATASHEET,https://www.se.com/uk/en/product/A9MEM3255/,null,energy meter,ATG_MAIN
Orange,Telecom,SE-ORA-004,2020-11-05,Orange Technical Site Toulouse,Toulouse,TeSys Island,TSI-FR-2020-4523,Motor Management System,690V,TeSys Island,Load management,SE-PRODUCT-A9F94116,https://download.schneider-electric.com/files?p_Doc_Ref= A9F94116_IoP-Default&p_File_Type=rendition_200_png,"Miniature circuit-breaker, Acti9 iC60L, 1P, 16 A, C curve, 6000 A (IEC 60898-1), 25 kA (IEC 60947-2)","This Acti9 iC60L is a low voltage miniature circuit breaker (MCB). It has 1P with 1 protected pole, rated current 16A and C tripping curve. The rated short circuit breaking capacity goes up to 25kA at 220VAC to 240VAC conforming to EN/IEC 60947-2 standard and 15000A at 230VAC conforming to EN/IEC 60898-1 standard. It complies with both industrial standard EN/IEC 60898-1 and residential standard EN/IEC 60947-2. This miniature circuit breaker is for protection against short circuit and overload current in all applications. Its unique VisiTrip indicator reduces intervention time by showing the faulty circuit. Its VisiSafe green strip guarantees the physical opening of the contacts to allow downstream maintenance. Its fast closing mechanism independent of manual operation improves its service life. It has an electrical endurance going up to 10000 cycles and a mechanical endurance going up to 20000 cycles. The Ui rated insulation voltage is 500VAC. Its limitation class 3 (according to EN/IEC60898-1) improves downstream circuit protection cost. It is DIN rail mountable. Its width is 2 pitches of 9mm. Pollution degree is 3. Overvoltage category is IV. The product colour is white (RAL9003). The dimensions are (W) 18mm x (H) 85mm x (D) 78.5mm. The weight is 0.215kg. According to IEC 60529 standard, the degree of protection is IP20 and IP40 in enclosure. The operating temperature is -35°C to 70°C. The storage temperature is -40°C to 85°C.",https://download.schneider-electric.com/files?p_File_Name=A9F94116_DATASHEET_GB_en-GB.pdf&p_Reference=A9F94116_DATASHEET,https://www.se.com/uk/en/product/A9F94116/,null,16 A,ATG_MAIN
Orange,Telecom,SE-ORA-005,2022-07-18,Orange Backbone Network Bordeaux,Bordeaux,Galaxy VS 100kVA,GVSFR100-2022-6789,UPS System,400V,Galaxy VS 100kVA,APC/Schneider UPS,SE-PRODUCT-GVMSB225KGS,https://download.schneider-electric.com/files?p_Doc_Ref= SPD_EWAR-98RJ88_FS_V&p_File_Type=rendition_200_png,"Galaxy VM 225 kVA UPS Single 480-480 V, Start up 5x8","Galaxy VM 225 kVA UPS Single 480-480 V, Start up 5x8",https://download.schneider-electric.com/files?p_File_Name=GVMSB225KGS_DATASHEET_GB_en-GB.pdf&p_Reference=GVMSB225KGS_DATASHEET,https://www.se.com/uk/en/product/GVMSB225KGS/,2023-01-31T00:00:00Z,225000 VA,ATG_MAIN
Orange,Telecom,SE-ORA-006,2023-05-12,Orange Operations Center Nantes,Nantes,Modicon M580 EPAC,M580E-2023-FR-1245,PLC Controller,24V,Modicon M580 EPAC,ePAC variant,SE-PRODUCT-BMEP584040,https://download.schneider-electric.com/files?p_Doc_Ref= BMEP584040_main_image&p_File_Type=rendition_200_png,processor module M580 - Level 4 - Remote,"This product is part of the Modicon M580 range, an offer of Programmable Automation Controllers (PAC) and safety Programmable Logic Controllers (PLC) with built-in Ethernet. This processor module offers a maximum of 8 rack configuration and 144 application specific channels. It is a processor module with a current consumption of 295mA at 24V DC. It supports 4096 discrete, 1024 analogue local I/O channels and 64 distributed equipment. It is integrated with Ethernet TCP/IP for service port, 2 Ethernet TCP/IP for device network, Ethernet for HSBY port and USB type mini B for connections. It offers 600000 hours of MTBF. It has 16 - 2 racks per remote drop for I/O station. It has an integrated RAM of 16MB for program, 2048kb for data, 10kb for system memory and expandable flash of 4GB for data storage. It is an IP20 rated product. It weighs 0.849kg. It is suitable for medium to large process applications. This product is certified by CE, Merchant Navy, UL, RCM, CSA, EAC. It meets EN 61131-2, EN 61000-6-4, EN 61000-6-2 and EN 61010-2-201 standards. The benefits of Modicon M580 are reduce time to market, improve reliability and sustainability, improve productivity with high performance and increase operating profitability due to improved access to data.",https://download.schneider-electric.com/files?p_File_Name=BMEP584040_DATASHEET_GB_en-GB.pdf&p_Reference=BMEP584040_DATASHEET,https://www.se.com/uk/en/product/BMEP584040/,null,Modicon M580,ATG_MAIN
Orange,Telecom,SE-ORA-007,2021-02-28,Orange Telecom Station Strasbourg,Strasbourg,PowerLogic ION7650,ION7650-FR-2021-3398,Power Monitoring System,20kV,PowerLogic ION7650,Meter series,SE-PRODUCT-A9MEM3255,https://download.schneider-electric.com/files?p_Doc_Ref= A9MEM3255_IOP_Def&p_File_Type=rendition_200_png,iEM3255 energy meter - CT - Modbus - 1 digital I - 1 digital O - multi-tariff - MID,"The Acti9 iEM3000 series energy meters offer an attractive range of three-phase DIN rail-mounted energy meters with an LCD display. Additional local signaling includes green LED power-on indicator, flashing yellow LED for accuracy checking, an overload alarm and communication indicators. This meter can be used in sub-billing applications and supports 4 tariff schedules. The meter provides the following accuracy classes: Active Energy: class 0.5S per IEC 62053-22, Active Energy: class C per EN 50470-3 and Active Energy: class 0.5S per IEC 61557-12. The meter will measure Active and Reactive Power, Active and Reactive Energy, Voltage and Current. With four quadrant Energy measurement. Designed for 50Hz or 60Hz networks, supply voltage can range from 100 to 277VAC or 173 to 480VAC. The rated current goes through a 1A or 5A transfomer to be measured in this meter and will support Single Phase and Neutral, Three Phase and Three Phase and Neutral configurations. Communication protocol is Modbus with screw terminal support. There is one programmable digital input and one programmable digital output that can be used as a pulsed output. Certifications include EAC, CE, UL and MID. Product dimensions are as follows: width 3.54 in (90 mm), depth 2.72in (69 mm), height 3.74 in (95 mm) and product weight 9.17 oz (260 g). Compatible with power management software to take advantage of the IoT digital power installation.",https://download.schneider-electric.com/files?p_File_Name=A9MEM3255_DATASHEET_GB_en-GB.pdf&p_Reference=A9MEM3255_DATASHEET,https://www.se.com/uk/en/product/A9MEM3255/,null,energy meter,ATG_MAIN
Orange,Telecom,SE-ORA-008,2024-01-20,Orange Network Hub Lille,Lille,Galaxy VL 200kVA,GVLFR200-2024-0156,UPS System,400V,Galaxy VL 200kVA,APC/Schneider UPS,SE-PRODUCT-GVMSB225KGS,https://download.schneider-electric.com/files?p_Doc_Ref= SPD_EWAR-98RJ88_FS_V&p_File_Type=rendition_200_png,"Galaxy VM 225 kVA UPS Single 480-480 V, Start up 5x8","Galaxy VM 225 kVA UPS Single 480-480 V, Start up 5x8",https://download.schneider-electric.com/files?p_File_Name=GVMSB225KGS_DATASHEET_GB_en-GB.pdf&p_Reference=GVMSB225KGS_DATASHEET,https://www.se.com/uk/en/product/GVMSB225KGS/,2023-01-31T00:00:00Z,225000 VA,ATG_MAIN
Orange,Telecom,SE-ORA-009,2019-08-14,Orange Infrastructure Site Nice,Nice,TeSys Island Digital,TSID-FR-2019-8834,Motor Management System,690V,TeSys Island Digital,Digital variant,SE-PRODUCT-LP1K09008GD3,https://download.schneider-electric.com/files?p_Doc_Ref= PB111996&p_File_Type=rendition_200_png,"TeSys K contactor , 4P (2 NO + 2 NC) ,AC-1, <= 440V, 20A , 125V DC coil","TeSys K contactor , 4P (2 NO + 2 NC) ,AC-1, <= 440V, 20A , 125V DC coil",https://download.schneider-electric.com/files?p_File_Name=LP1K09008GD3_DATASHEET_GB_en-GB.pdf&p_Reference=LP1K09008GD3_DATASHEET,https://www.se.com/uk/en/product/LP1K09008GD3/,null,built-in bidirectional peak limiting diode suppressor,ATG_MAIN
Orange,Telecom,SE-ORA-010,2023-10-03,Orange Central Office Rennes,Rennes,PowerLogic PM5560,PM5560-FR-2023-9012,Power Meter,400V,PowerLogic PM5560,Power meter,SE-PRODUCT-A9MEM3255,https://download.schneider-electric.com/files?p_Doc_Ref= A9MEM3255_IOP_Def&p_File_Type=rendition_200_png,iEM3255 energy meter - CT - Modbus - 1 digital I - 1 digital O - multi-tariff - MID,"The Acti9 iEM3000 series energy meters offer an attractive range of three-phase DIN rail-mounted energy meters with an LCD display. Additional local signaling includes green LED power-on indicator, flashing yellow LED for accuracy checking, an overload alarm and communication indicators. This meter can be used in sub-billing applications and supports 4 tariff schedules. The meter provides the following accuracy classes: Active Energy: class 0.5S per IEC 62053-22, Active Energy: class C per EN 50470-3 and Active Energy: class 0.5S per IEC 61557-12. The meter will measure Active and Reactive Power, Active and Reactive Energy, Voltage and Current. With four quadrant Energy measurement. Designed for 50Hz or 60Hz networks, supply voltage can range from 100 to 277VAC or 173 to 480VAC. The rated current goes through a 1A or 5A transfomer to be measured in this meter and will support Single Phase and Neutral, Three Phase and Three Phase and Neutral configurations. Communication protocol is Modbus with screw terminal support. There is one programmable digital input and one programmable digital output that can be used as a pulsed output. Certifications include EAC, CE, UL and MID. Product dimensions are as follows: width 3.54 in (90 mm), depth 2.72in (69 mm), height 3.74 in (95 mm) and product weight 9.17 oz (260 g). Compatible with power management software to take advantage of the IoT digital power installation.",https://download.schneider-electric.com/files?p_File_Name=A9MEM3255_DATASHEET_GB_en-GB.pdf&p_Reference=A9MEM3255_DATASHEET,https://www.se.com/uk/en/product/A9MEM3255/,null,energy meter,ATG_MAIN
Bouygues Telecom,Telecom,SE-BYT-001,2022-03-15,Data Center Meudon,Meudon,Modicon M580,M580-2024-FR-8821,PLC Controller,24V,Modicon M580,PLC series,SE-PRODUCT-BMEP584040,https://download.schneider-electric.com/files?p_Doc_Ref= BMEP584040_main_image&p_File_Type=rendition_200_png,processor module M580 - Level 4 - Remote,"This product is part of the Modicon M580 range, an offer of Programmable Automation Controllers (PAC) and safety Programmable Logic Controllers (PLC) with built-in Ethernet. This processor module offers a maximum of 8 rack configuration and 144 application specific channels. It is a processor module with a current consumption of 295mA at 24V DC. It supports 4096 discrete, 1024 analogue local I/O channels and 64 distributed equipment. It is integrated with Ethernet TCP/IP for service port, 2 Ethernet TCP/IP for device network, Ethernet for HSBY port and USB type mini B for connections. It offers 600000 hours of MTBF. It has 16 - 2 racks per remote drop for I/O station. It has an integrated RAM of 16MB for program, 2048kb for data, 10kb for system memory and expandable flash of 4GB for data storage. It is an IP20 rated product. It weighs 0.849kg. It is suitable for medium to large process applications. This product is certified by CE, Merchant Navy, UL, RCM, CSA, EAC. It meets EN 61131-2, EN 61000-6-4, EN 61000-6-2 and EN 61010-2-201 standards. The benefits of Modicon M580 are reduce time to market, improve reliability and sustainability, improve productivity with high performance and increase operating profitability due to improved access to data.",https://download.schneider-electric.com/files?p_File_Name=BMEP584040_DATASHEET_GB_en-GB.pdf&p_Reference=BMEP584040_DATASHEET,https://www.se.com/uk/en/product/BMEP584040/,null,Modicon M580,ATG_MAIN
Bouygues Telecom,Telecom,SE-BYT-002,2021-09-22,Centre Technique Velizy,Vélizy-Villacoublay,Galaxy VX 500kVA,GVXFR-500-2021-4457,UPS System,400V,Galaxy VX 500kVA,Galaxy VX series,SE-PRODUCT-GVMSB225KGS,https://download.schneider-electric.com/files?p_Doc_Ref= SPD_EWAR-98RJ88_FS_V&p_File_Type=rendition_200_png,"Galaxy VM 225 kVA UPS Single 480-480 V, Start up 5x8","Galaxy VM 225 kVA UPS Single 480-480 V, Start up 5x8",https://download.schneider-electric.com/files?p_File_Name=GVMSB225KGS_DATASHEET_GB_en-GB.pdf&p_Reference=GVMSB225KGS_DATASHEET,https://www.se.com/uk/en/product/GVMSB225KGS/,2023-01-31T00:00:00Z,225000 VA,ATG_MAIN
Bouygues Telecom,Telecom,SE-BYT-003,2023-01-10,Site Antenne Issy-les-Moulineaux,Issy-les-Moulineaux,PowerLogic PM8000,PM8-FR-2023-6634,Power Meter,400V,PowerLogic PM8000,Meter series,SE-PRODUCT-A9MEM3255,https://download.schneider-electric.com/files?p_Doc_Ref= A9MEM3255_IOP_Def&p_File_Type=rendition_200_png,iEM3255 energy meter - CT - Modbus - 1 digital I - 1 digital O - multi-tariff - MID,"The Acti9 iEM3000 series energy meters offer an attractive range of three-phase DIN rail-mounted energy meters with an LCD display. Additional local signaling includes green LED power-on indicator, flashing yellow LED for accuracy checking, an overload alarm and communication indicators. This meter can be used in sub-billing applications and supports 4 tariff schedules. The meter provides the following accuracy classes: Active Energy: class 0.5S per IEC 62053-22, Active Energy: class C per EN 50470-3 and Active Energy: class 0.5S per IEC 61557-12. The meter will measure Active and Reactive Power, Active and Reactive Energy, Voltage and Current. With four quadrant Energy measurement. Designed for 50Hz or 60Hz networks, supply voltage can range from 100 to 277VAC or 173 to 480VAC. The rated current goes through a 1A or 5A transfomer to be measured in this meter and will support Single Phase and Neutral, Three Phase and Three Phase and Neutral configurations. Communication protocol is Modbus with screw terminal support. There is one programmable digital input and one programmable digital output that can be used as a pulsed output. Certifications include EAC, CE, UL and MID. Product dimensions are as follows: width 3.54 in (90 mm), depth 2.72in (69 mm), height 3.74 in (95 mm) and product weight 9.17 oz (260 g). Compatible with power management software to take advantage of the IoT digital power installation.",https://download.schneider-electric.com/files?p_File_Name=A9MEM3255_DATASHEET_GB_en-GB.pdf&p_Reference=A9MEM3255_DATASHEET,https://www.se.com/uk/en/product/A9MEM3255/,null,energy meter,ATG_MAIN
Bouygues Telecom,Telecom,SE-BYT-004,2020-11-05,Station Relais Lyon Part-Dieu,Lyon,TeSys Island,TSI-LY-2020-3392,Motor Management System,690V,TeSys Island,Load management,SE-PRODUCT-A9F94116,https://download.schneider-electric.com/files?p_Doc_Ref= A9F94116_IoP-Default&p_File_Type=rendition_200_png,"Miniature circuit-breaker, Acti9 iC60L, 1P, 16 A, C curve, 6000 A (IEC 60898-1), 25 kA (IEC 60947-2)","This Acti9 iC60L is a low voltage miniature circuit breaker (MCB). It has 1P with 1 protected pole, rated current 16A and C tripping curve. The rated short circuit breaking capacity goes up to 25kA at 220VAC to 240VAC conforming to EN/IEC 60947-2 standard and 15000A at 230VAC conforming to EN/IEC 60898-1 standard. It complies with both industrial standard EN/IEC 60898-1 and residential standard EN/IEC 60947-2. This miniature circuit breaker is for protection against short circuit and overload current in all applications. Its unique VisiTrip indicator reduces intervention time by showing the faulty circuit. Its VisiSafe green strip guarantees the physical opening of the contacts to allow downstream maintenance. Its fast closing mechanism independent of manual operation improves its service life. It has an electrical endurance going up to 10000 cycles and a mechanical endurance going up to 20000 cycles. The Ui rated insulation voltage is 500VAC. Its limitation class 3 (according to EN/IEC60898-1) improves downstream circuit protection cost. It is DIN rail mountable. Its width is 2 pitches of 9mm. Pollution degree is 3. Overvoltage category is IV. The product colour is white (RAL9003). The dimensions are (W) 18mm x (H) 85mm x (D) 78.5mm. The weight is 0.215kg. According to IEC 60529 standard, the degree of protection is IP20 and IP40 in enclosure. The operating temperature is -35°C to 70°C. The storage temperature is -40°C to 85°C.",https://download.schneider-electric.com/files?p_File_Name=A9F94116_DATASHEET_GB_en-GB.pdf&p_Reference=A9F94116_DATASHEET,https://www.se.com/uk/en/product/A9F94116/,null,16 A,ATG_MAIN
